#ID = transcript_cluster_id
#RANGE_STRAND = strand  (+|-)
#RANGE_START = start  (integer). Coordinates are standard 1-based (length=stop-start+1).
#RANGE_END = 
#total_probes = Total number of probes contained by this transcript cluster.
#GB_ACC = GenBank and RefSeq Accessions from mrna_assignment column
#SPOT_ID = genomic location of the transcript cluster in the version of the genome assembly used at annotation time. Coordinates are standard 1-based (length=stop-start+1).
#RANGE_GB = NCBI RefSeq for chromosome of current build
ID	RANGE_STRAND	RANGE_START	RANGE_END	total_probes	GB_ACC	SPOT_ID	RANGE_GB
16846016	-	44624890	44628278	9		chr17:44624890-44628278	NC_000017.10
16846019	-	44636196	44640161	21		chr17:44636196-44640161	NC_000017.10
16846022	-	44841680	44896082	19		chr17:44841680-44896082	NC_000017.10
16846029	-	44907958	44910608	10		chr17:44907958-44910608	NC_000017.10
16846035	-	45055522	45056614	16	NM_203400	chr17:45055522-45056614	NC_000017.10
16846039	-	45124672	45126611	8	XR_133136	chr17:45124672-45126611	NC_000017.10
16846042	-	45132467	45177627	20	XR_132639	chr17:45132467-45177627	NC_000017.10
16846045	-	45195069	45266788	20	NM_001114091	chr17:45195069-45266788	NC_000017.10
16846073	-	45336724	45336786	8		chr17:45336724-45336786	NC_000017.10
16846075	-	45380826	45383051	23		chr17:45380826-45383051	NC_000017.10
16846081	-	45486688	45500892	15		chr17:45486688-45500892	NC_000017.10
16846084	-	45527593	45569986	14	NR_033934	chr17:45527593-45569986	NC_000017.10
16846093	-	45884733	45899200	19	NM_145798	chr17:45884733-45899200	NC_000017.10
16846121	-	45900638	45908907	24	NR_037575	chr17:45900638-45908907	NC_000017.10
16846132	-	45915047	45918699	21	NM_001145023	chr17:45915047-45918699	NC_000017.10
16846143	-	45922280	45933240	23	NM_001258248	chr17:45922280-45933240	NC_000017.10
16846148	-	45968595	45973178	12		chr17:45968595-45973178	NC_000017.10
16846152	-	45975826	46018776	22		chr17:45975826-46018776	NC_000017.10
16846157	-	46029333	46035110	18	NM_024320	chr17:46029333-46035110	NC_000017.10
16846161	-	46036701	46037822	18		chr17:46036701-46037822	NC_000017.10
16846163	-	46103533	46115152	19		chr17:46103533-46115152	NC_000017.10
16846173	-	46114527	46114613	14	NR_029687	chr17:46114527-46114613	NC_000017.10
16846175	-	46124254	46125435	20		chr17:46124254-46125435	NC_000017.10
16846181	-	46147414	46178883	25	NM_006807	chr17:46147414-46178883	NC_000017.10
16846193	-	46166040	46166146	9		chr17:46166040-46166146	NC_000017.10
16846195	-	46210802	46507594	29	NM_003726	chr17:46210802-46507594	NC_000017.10
16846209	-	46233789	46233873	12	NR_031607	chr17:46233789-46233873	NC_000017.10
16846211	-	46459734	46459948	9		chr17:46459734-46459948	NC_000017.10
16846213	-	46606550	46608359	22	NM_002144	chr17:46606550-46608359	NC_000017.10
16846218	-	46618256	46623441	23	NM_002145	chr17:46618256-46623441	NC_000017.10
16846226	-	46626232	46667634	31	NM_002146	chr17:46626232-46667634	NC_000017.10
16846246	-	46652405	46657473	12	NM_024015	chr17:46652405-46657473	NC_000017.10
16846254	-	46668176	46671323	23	NM_002147	chr17:46668176-46671323	NC_000017.10
16846259	-	46671639	46682354	28	NM_018952	chr17:46671639-46682354	NC_000017.10
16846271	-	46684590	46724385	27	NM_004502	chr17:46684590-46724385	NC_000017.10
16846283	-	46688446	46692653	19	NM_024016	chr17:46688446-46692653	NC_000017.10
16846291	-	46698518	46703839	20	NM_024017	chr17:46698518-46703839	NC_000017.10
16846299	-	46709837	46709938	15	NR_029582	chr17:46709837-46709938	NC_000017.10
16846301	-	46799081	46799884	17	NM_032391	chr17:46799081-46799884	NC_000017.10
16846306	-	46802125	46806540	17	NM_006361	chr17:46802125-46806540	NC_000017.10
16846311	-	46839593	46894576	24		chr17:46839593-46894576	NC_000017.10
16846339	-	47006678	47022479	29		chr17:47006678-47022479	NC_000017.10
16846359	-	47026723	47026882	10		chr17:47026723-47026882	NC_000017.10
16846361	-	47034012	47034115	14		chr17:47034012-47034115	NC_000017.10
16846363	-	47035916	47045958	19	NM_004123	chr17:47035916-47045958	NC_000017.10
16846370	-	47072628	47074854	17		chr17:47072628-47074854	NC_000017.10
16846373	-	47082093	47091087	18		chr17:47082093-47091087	NC_000017.10
16846378	-	47280153	47287936	19		chr17:47280153-47287936	NC_000017.10
16846389	-	47300724	47308128	21		chr17:47300724-47308128	NC_000017.10
16846398	-	47366568	47439835	21	NM_014897	chr17:47366568-47439835	NC_000017.10
16846414	-	47403202	47403263	9		chr17:47403202-47403263	NC_000017.10
16846416	-	47481414	47492246	16	NM_002634	chr17:47481414-47492246	NC_000017.10
16846433	-	47494106	47494212	9		chr17:47494106-47494212	NC_000017.10
16846435	-	47535223	47539111	19		chr17:47535223-47539111	NC_000017.10
16846439	-	47556110	47566925	19		chr17:47556110-47566925	NC_000017.10
16846441	-	47583019	47651426	22		chr17:47583019-47651426	NC_000017.10
16846445	-	47622209	47655324	21		chr17:47622209-47655324	NC_000017.10
16846448	-	47676246	47755596	21	NM_001007230	chr17:47676246-47755596	NC_000017.10
16846476	-	47778305	47786376	19		chr17:47778305-47786376	NC_000017.10
16846504	-	47787687	47866542	24		chr17:47787687-47866542	NC_000017.10
16846522	-	47915671	47925379	12	NM_170685	chr17:47915671-47925379	NC_000017.10
16846530	-	48043439	48043540	14		chr17:48043439-48043540	NC_000017.10
16846532	-	48067369	48072588	19	NM_005220	chr17:48067369-48072588	NC_000017.10
16846539	-	48127713	48133103	22	NR_038230	chr17:48127713-48133103	NC_000017.10
16846543	-	48178068	48179284	17		chr17:48178068-48179284	NC_000017.10
16846546	-	48187404	48207246	35	NM_174920	chr17:48187404-48207246	NC_000017.10
16846568	-	48211101	48227991	24		chr17:48211101-48227991	NC_000017.10
16846580	-	48235694	48238637	22		chr17:48235694-48238637	NC_000017.10
16846583	-	48248789	48249837	17		chr17:48248789-48249837	NC_000017.10
16846587	-	48260650	48279000	29		chr17:48260650-48279000	NC_000017.10
16846648	-	48292522	48294117	22		chr17:48292522-48294117	NC_000017.10
16846651	-	48322257	48322365	12		chr17:48322257-48322365	NC_000017.10
16846653	-	48358938	48365239	20		chr17:48358938-48365239	NC_000017.10
16846661	-	48445218	48450575	24	NM_016504	chr17:48445218-48450575	NC_000017.10
16846672	-	48452420	48453244	18	NM_001166131	chr17:48452420-48453244	NC_000017.10
16846675	-	48458594	48474914	21	NM_018509	chr17:48458594-48474914	NC_000017.10
16846685	-	48463506	48463607	8		chr17:48463506-48463607	NC_000017.10
16846687	-	48541853	48546327	24	NM_001267	chr17:48541853-48546327	NC_000017.10
16846694	-	48553180	48555752	18		chr17:48553180-48555752	NC_000017.10
16846697	-	48580773	48585689	19		chr17:48580773-48585689	NC_000017.10
16846699	-	48614655	48616115	23		chr17:48614655-48616115	NC_000017.10
16846704	-	48633568	48639469	20	NR_038439	chr17:48633568-48639469	NC_000017.10
16846708	-	48640564	48641144	15		chr17:48640564-48641144	NC_000017.10
16846711	-	48704393	48709301	19		chr17:48704393-48709301	NC_000017.10
16846714	-	48770551	48785285	24	NM_052855	chr17:48770551-48785285	NC_000017.10
16846723	-	48834759	48844918	23		chr17:48834759-48844918	NC_000017.10
16846734	-	48939584	48945339	22		chr17:48939584-48945339	NC_000017.10
16846742	-	49012350	49022074	15		chr17:49012350-49022074	NC_000017.10
16846745	-	49039535	49198226	41	NM_001130528	chr17:49039535-49198226	NC_000017.10
16846798	-	49175535	49175639	10		chr17:49175535-49175639	NC_000017.10
16846800	-	49254786	49337524	34	NM_017643	chr17:49254786-49337524	NC_000017.10
16846825	-	49389970	49412526	14		chr17:49389970-49412526	NC_000017.10
16846831	-	49707674	50237377	24	NM_001082533	chr17:49707674-50237377	NC_000017.10
16846847	-	50303618	50303707	12		chr17:50303618-50303707	NC_000017.10
16846849	-	53029259	53046064	25	NM_004375	chr17:53029259-53046064	NC_000017.10
16846858	-	53348865	53351014	21		chr17:53348865-53351014	NC_000017.10
16846861	-	53403118	53405152	23		chr17:53403118-53405152	NC_000017.10
16846864	-	53469974	53499341	17	NM_012329	chr17:53469974-53499341	NC_000017.10
16846874	-	53527224	53536223	16		chr17:53527224-53536223	NC_000017.10
16846878	-	53604325	53638452	15		chr17:53604325-53638452	NC_000017.10
16846883	-	53657960	53667280	19		chr17:53657960-53667280	NC_000017.10
16846887	-	53796988	53809482	21	NM_001099640	chr17:53796988-53809482	NC_000017.10
16846895	-	54586446	54587918	19		chr17:54586446-54587918	NC_000017.10
16846898	-	54614259	54616184	23		chr17:54614259-54616184	NC_000017.10
16846901	-	54869274	54916134	29	NM_001085430	chr17:54869274-54916134	NC_000017.10
16846913	-	54961463	54962274	11	NR_027025	chr17:54961463-54962274	NC_000017.10
16846915	-	54965270	54991409	29	NM_005082	chr17:54965270-54991409	NC_000017.10
16846928	-	55015560	55038411	19	NM_004645	chr17:55015560-55038411	NC_000017.10
16846938	-	55122438	55128557	22		chr17:55122438-55128557	NC_000017.10
16846941	-	55148883	55162434	25		chr17:55148883-55162434	NC_000017.10
16846948	-	55762890	55762953	13		chr17:55762890-55762953	NC_000017.10
16846950	-	55821842	55822673	19		chr17:55821842-55822673	NC_000017.10
16846954	-	55916287	55927433	25	NM_016070	chr17:55916287-55927433	NC_000017.10
16846962	-	55938964	55939708	25		chr17:55938964-55939708	NC_000017.10
16846964	-	55940337	56032684	25	NM_017949	chr17:55940337-56032684	NC_000017.10
16846976	-	56048910	56065615	27	NM_007146	chr17:56048910-56065615	NC_000017.10
16846985	-	56066399	56072514	19		chr17:56066399-56072514	NC_000017.10
16846993	-	56078280	56084707	23	NM_001078166	chr17:56078280-56084707	NC_000017.10
16847003	-	56154494	56160565	21		chr17:56154494-56160565	NC_000017.10
16847007	-	56282797	56296966	22		chr17:56282797-56296966	NC_000017.10
16847034	-	56347217	56358296	23	NM_000250	chr17:56347217-56358296	NC_000017.10
16847050	-	56378592	56406152	23	NM_004758	chr17:56378592-56406152	NC_000017.10
16847083	-	56408593	56408679	21	NR_029683	chr17:56408593-56408679	NC_000017.10
16847087	-	56422539	56429563	18	NM_003168	chr17:56422539-56429563	NC_000017.10
16847095	-	56429861	56494931	26	NM_017763	chr17:56429861-56494931	NC_000017.10
16847108	-	56497529	56565759	25	NM_001080439	chr17:56497529-56565759	NC_000017.10
16847117	-	56566893	56595251	28	NM_004687	chr17:56566893-56595251	NC_000017.10
16847137	-	56597611	56618179	26	NR_037155	chr17:56597611-56618179	NC_000017.10
16847159	-	56618948	56621733	23	NM_001038704	chr17:56618948-56621733	NC_000017.10
16847164	-	56634038	56769416	28	NM_198393	chr17:56634038-56769416	NC_000017.10
16847199	-	56709003	56709197	15		chr17:56709003-56709197	NC_000017.10
16847201	-	56736510	56736666	18		chr17:56736510-56736666	NC_000017.10
16847203	-	56743898	56744058	15		chr17:56743898-56744058	NC_000017.10
16847205	-	56754935	56755098	10		chr17:56754935-56755098	NC_000017.10
16847207	-	56756888	56757051	9		chr17:56756888-56757051	NC_000017.10
16847209	-	57059999	57184266	21	NM_015294	chr17:57059999-57184266	NC_000017.10
16847236	-	57066229	57066315	9		chr17:57066229-57066315	NC_000017.10
16847238	-	57187308	57232800	18	NM_001100595	chr17:57187308-57232800	NC_000017.10
16847247	-	57206637	57206819	12		chr17:57206637-57206819	NC_000017.10
16847249	-	57215119	57215233	22	NR_030411	chr17:57215119-57215233	NC_000017.10
16847251	-	57228497	57228582	20	NR_029842	chr17:57228497-57228582	NC_000017.10
16847253	-	57506496	57604193	23		chr17:57506496-57604193	NC_000017.10
16847258	-	57614720	57614860	13		chr17:57614720-57614860	NC_000017.10
16847260	-	57774667	57784987	23	NM_016077	chr17:57774667-57784987	NC_000017.10
16847265	-	57924799	57924905	10		chr17:57924799-57924905	NC_000017.10
16847267	-	57936399	57970306	17		chr17:57936399-57970306	NC_000017.10
16847281	-	58029601	58042122	19		chr17:58029601-58042122	NC_000017.10
16847296	-	58053385	58096413	14	NR_002924	chr17:58053385-58096413	NC_000017.10
16847319	-	58120386	58120466	11	NR_039890	chr17:58120386-58120466	NC_000017.10
16847321	-	58120552	58156292	33	NM_022070	chr17:58120552-58156292	NC_000017.10
16847343	-	58160925	58166557	23	NR_030732	chr17:58160925-58166557	NC_000017.10
16847352	-	58179121	58180280	8		chr17:58179121-58180280	NC_000017.10
16847354	-	58254691	58469586	18	NM_032582	chr17:58254691-58469586	NC_000017.10
16847393	-	58308877	58309007	11	NR_002999	chr17:58308877-58309007	NC_000017.10
16847395	-	58498569	58499698	17	XR_109418	chr17:58498569-58499698	NC_000017.10
16847398	-	58520520	58603580	24	NM_006380	chr17:58520520-58603580	NC_000017.10
16847414	-	58739694	58739798	13		chr17:58739694-58739798	NC_000017.10
16847416	-	58826301	58826407	8		chr17:58826301-58826407	NC_000017.10
16847418	-	59039151	59039254	10		chr17:59039151-59039254	NC_000017.10
16847420	-	59470733	59488916	40		chr17:59470733-59488916	NC_000017.10
16847429	-	59667794	59668563	8	NM_199290	chr17:59667794-59668563	NC_000017.10
16847432	-	59756547	59940920	37	NM_032043	chr17:59756547-59940920	NC_000017.10
16847455	-	59942728	60005377	22	NR_026641	chr17:59942728-60005377	NC_000017.10
16847483	-	59951445	59951543	12		chr17:59951445-59951543	NC_000017.10
16847485	-	60019966	60142643	24	NM_005121	chr17:60019966-60142643	NC_000017.10
16847518	-	60231365	60231442	8		chr17:60231365-60231442	NC_000017.10
16847520	-	60342066	60353016	8		chr17:60342066-60353016	NC_000017.10
16847540	-	60738982	60739086	11		chr17:60738982-60739086	NC_000017.10
16847542	-	60778675	60885705	24		chr17:60778675-60885705	NC_000017.10
16847558	-	61271291	61275146	20		chr17:61271291-61275146	NC_000017.10
16847561	-	61458592	61491673	24		chr17:61458592-61491673	NC_000017.10
16847565	-	61509665	61523722	23	NM_001017916	chr17:61509665-61523722	NC_000017.10
16847576	-	61650603	61650706	11		chr17:61650603-61650706	NC_000017.10
16847578	-	61773207	61777519	18	NM_030576	chr17:61773207-61777519	NC_000017.10
16847586	-	61780192	61819330	32	NM_001003787	chr17:61780192-61819330	NC_000017.10
16847605	-	61822610	61851088	24	NM_020198	chr17:61822610-61851088	NC_000017.10
16847621	-	61896793	61905031	32	NM_017647	chr17:61896793-61905031	NC_000017.10
16847644	-	61909441	61920351	27		chr17:61909441-61920351	NC_000017.10
16847661	-	61949372	61951126	11	NM_022644	chr17:61949372-61951126	NC_000017.10
16847676	-	61957572	61959295	8	NM_002059	chr17:61957572-61959295	NC_000017.10
16847686	-	61972268	61974021	10	NM_001317	chr17:61972268-61974021	NC_000017.10
16847698	-	61986957	61988701	11	NM_022579	chr17:61986957-61988701	NC_000017.10
16847711	-	61994563	61996198	8	NM_000515	chr17:61994563-61996198	NC_000017.10
16847719	-	62006098	62009714	22		chr17:62006098-62009714	NC_000017.10
16847730	-	62015914	62050278	17		chr17:62015914-62050278	NC_000017.10
16847757	-	62073508	62075304	17		chr17:62073508-62075304	NC_000017.10
16847760	-	62079955	62097994	21	NM_001099786	chr17:62079955-62097994	NC_000017.10
16847771	-	62120390	62207502	36	NM_001433	chr17:62120390-62207502	NC_000017.10
16847795	-	62224795	62340653	20	NM_018469	chr17:62224795-62340653	NC_000017.10
16847810	-	62473902	62493184	23		chr17:62473902-62493184	NC_000017.10
16847820	-	62494374	62502484	35	NM_004396	chr17:62494374-62502484	NC_000017.10
16847839	-	62497332	62497431	18	NR_039969	chr17:62497332-62497431	NC_000017.10
16847841	-	62540735	62658386	22	NM_022739	chr17:62540735-62658386	NC_000017.10
16847863	-	62745780	62778117	8	NR_027487	chr17:62745780-62778117	NC_000017.10
16847878	-	62780959	62833302	11		chr17:62780959-62833302	NC_000017.10
16847895	-	62821883	62821937	8		chr17:62821883-62821937	NC_000017.10
16847897	-	62850430	62895219	9		chr17:62850430-62895219	NC_000017.10
16847914	-	62962668	62971703	13	NR_026903	chr17:62962668-62971703	NC_000017.10
16847921	-	63005407	63052920	22		chr17:63005407-63052920	NC_000017.10
16847930	-	63074409	63087681	15		chr17:63074409-63087681	NC_000017.10
16847933	-	63524681	63557765	24	NM_004655	chr17:63524681-63557765	NC_000017.10
16847949	-	63631656	64188212	21	NM_145036	chr17:63631656-64188212	NC_000017.10
16847979	-	64208147	64225556	24	NM_000042	chr17:64208147-64225556	NC_000017.10
16847990	-	65038519	65040458	15		chr17:65038519-65040458	NC_000017.10
16847996	-	65066554	65241319	28	NM_014877	chr17:65066554-65241319	NC_000017.10
16848032	-	65334032	65362743	28		chr17:65334032-65362743	NC_000017.10
16848045	-	65403959	65404062	11		chr17:65403959-65404062	NC_000017.10
16848047	-	65404890	65404997	14		chr17:65404890-65404997	NC_000017.10
16848055	-	65760074	65761939	18		chr17:65760074-65761939	NC_000017.10
16848058	-	65871895	65881544	20		chr17:65871895-65881544	NC_000017.10
16848062	-	65987217	65989765	16	NM_181656	chr17:65987217-65989765	NC_000017.10
16848070	-	66263167	66287405	17		chr17:66263167-66287405	NC_000017.10
16848079	-	66417422	66453653	25		chr17:66417422-66453653	NC_000017.10
16848095	-	66420592	66420689	12	NR_030365	chr17:66420592-66420689	NC_000017.10
16848097	-	66531257	66597095	28		chr17:66531257-66597095	NC_000017.10
16848115	-	66793605	66796516	11		chr17:66793605-66796516	NC_000017.10
16848120	-	66805273	66820947	22		chr17:66805273-66820947	NC_000017.10
16848123	-	66863430	66951533	28		chr17:66863430-66951533	NC_000017.10
16848173	-	66970629	67057136	25		chr17:66970629-67057136	NC_000017.10
16848219	-	67074847	67138015	28		chr17:67074847-67138015	NC_000017.10
16848262	-	67095705	67095773	8	NR_039750	chr17:67095705-67095773	NC_000017.10
16848264	-	67143355	67240987	29		chr17:67143355-67240987	NC_000017.10
16848318	-	67240576	67323323	35		chr17:67240576-67323323	NC_000017.10
16848361	-	67351274	67351359	13		chr17:67351274-67351359	NC_000017.10
16848363	-	67353284	67355360	13		chr17:67353284-67355360	NC_000017.10
16848366	-	68013465	68125000	22		chr17:68013465-68125000	NC_000017.10
16848372	-	68147096	68154278	23		chr17:68147096-68154278	NC_000017.10
16848376	-	68163102	68165543	23	NR_036534	chr17:68163102-68165543	NC_000017.10
16848378	-	68884337	68884918	21		chr17:68884337-68884918	NC_000017.10
16848380	-	69093915	69198318	19		chr17:69093915-69198318	NC_000017.10
16848385	-	69294297	69294359	11		chr17:69294297-69294359	NC_000017.10
16848387	-	70017992	70032010	20		chr17:70017992-70032010	NC_000017.10
16848393	-	70027567	70053875	18		chr17:70027567-70053875	NC_000017.10
16848403	-	70030040	70030479	25		chr17:70030040-70030479	NC_000017.10
16848405	-	70067183	70216859	29		chr17:70067183-70216859	NC_000017.10
16848426	-	70319306	70338712	24		chr17:70319306-70338712	NC_000017.10
16848435	-	70380443	70588943	20	NR_036488	chr17:70380443-70588943	NC_000017.10
16848447	-	70594180	70636611	23	NR_033876	chr17:70594180-70636611	NC_000017.10
16848453	-	70642085	71088853	25		chr17:70642085-71088853	NC_000017.10
16848464	-	70659962	70660291	13		chr17:70659962-70660291	NC_000017.10
16848466	-	70710522	70710610	10		chr17:70710522-70710610	NC_000017.10
16848468	-	70814975	70815111	19		chr17:70814975-70815111	NC_000017.10
16848470	-	71203492	71228533	17		chr17:71203492-71228533	NC_000017.10
16848476	-	71244588	71258491	26	NM_001129885	chr17:71244588-71258491	NC_000017.10
16848489	-	71279763	71308143	26	NM_012121	chr17:71279763-71308143	NC_000017.10
16848496	-	71330523	71640227	40	NM_001144952	chr17:71330523-71640227	NC_000017.10
16848548	-	71745409	71824676	21		chr17:71745409-71824676	NC_000017.10
16848555	-	71940479	71945993	21		chr17:71940479-71945993	NC_000017.10
16848559	-	72052482	72109041	25		chr17:72052482-72109041	NC_000017.10
16848568	-	72206119	72209481	24	NR_026914	chr17:72206119-72209481	NC_000017.10
16848574	-	72303826	72303947	8		chr17:72303826-72303947	NC_000017.10
16848576	-	72352555	72357958	18	NM_001080466	chr17:72352555-72357958	NC_000017.10
16848581	-	72413733	72413843	9		chr17:72413733-72413843	NC_000017.10
16848583	-	72517313	72527613	21	NM_174892	chr17:72517313-72527613	NC_000017.10
16848590	-	72530814	72534060	11		chr17:72530814-72534060	NC_000017.10
16848593	-	72537247	72542282	17	NM_006678	chr17:72537247-72542282	NC_000017.10
16848600	-	72549868	72554633	19		chr17:72549868-72554633	NC_000017.10
16848603	-	72575504	72588422	17	NM_001115152	chr17:72575504-72588422	NC_000017.10
16848609	-	72606022	72619897	19	NM_181449	chr17:72606022-72619897	NC_000017.10
16848619	-	72690452	72709117	21	NM_139018	chr17:72690452-72709117	NC_000017.10
16848631	-	72766686	72772470	26		chr17:72766686-72772470	NC_000017.10
16848640	-	72838162	72856966	22		chr17:72838162-72856966	NC_000017.10
16848657	-	72858619	72869156	29	NM_001258012	chr17:72858619-72869156	NC_000017.10
16848677	-	72873473	72889705	21		chr17:72873473-72889705	NC_000017.10
16848687	-	72912176	72919351	20	NM_173477	chr17:72912176-72919351	NC_000017.10
16848692	-	72946837	72969261	20	NM_030630	chr17:72946837-72969261	NC_000017.10
16848721	-	73032145	73043074	23		chr17:73032145-73043074	NC_000017.10
16848729	-	73085957	73086069	11		chr17:73085957-73086069	NC_000017.10
16848731	-	73126320	73127890	18		chr17:73126320-73127890	NC_000017.10
16848739	-	73131343	73150778	22	NM_016185	chr17:73131343-73150778	NC_000017.10
16848755	-	73163825	73179098	8	NM_006937	chr17:73163825-73179098	NC_000017.10
16848761	-	73232694	73258444	33		chr17:73232694-73258444	NC_000017.10
16848784	-	73262309	73267311	25	NM_001242498	chr17:73262309-73267311	NC_000017.10
16848793	-	73269061	73285530	23		chr17:73269061-73285530	NC_000017.10
16848807	-	73314157	73401790	22	NM_002086	chr17:73314157-73401790	NC_000017.10
16848819	-	73405167	73405269	9		chr17:73405167-73405269	NC_000017.10
16848821	-	73496342	73511627	34	NM_020753	chr17:73496342-73511627	NC_000017.10
16848845	-	73622925	73663269	24	NM_004259	chr17:73622925-73663269	NC_000017.10
16848873	-	73754018	73761307	22	NM_000154	chr17:73754018-73761307	NC_000017.10
16848888	-	73772515	73775860	14		chr17:73772515-73775860	NC_000017.10
16848894	-	73780602	73780688	9	NR_039892	chr17:73780602-73780688	NC_000017.10
16848896	-	73814896	73818071	20		chr17:73814896-73818071	NC_000017.10
16848902	-	73823306	73840798	21	NM_199242	chr17:73823306-73840798	NC_000017.10
16848938	-	73841780	73851501	22	NM_012478	chr17:73841780-73851501	NC_000017.10
16848953	-	73870245	73874656	22	NM_033452	chr17:73870245-73874656	NC_000017.10
16848961	-	73885041	73893084	18	NM_173547	chr17:73885041-73893084	NC_000017.10
16848970	-	73894724	73905899	33	NM_032478	chr17:73894724-73905899	NC_000017.10
16848993	-	73905925	73937119	24	NM_001080542	chr17:73905925-73937119	NC_000017.10
16849026	-	73937588	73975515	31		chr17:73937588-73975515	NC_000017.10
16849047	-	74002927	74023507	20	NM_001988	chr17:74002927-74023507	NC_000017.10
16849072	-	74035187	74068607	22	NM_014230	chr17:74035187-74068607	NC_000017.10
16849098	-	74077086	74099868	26	NR_028133	chr17:74077086-74099868	NC_000017.10
16849139	-	74116460	74117525	24		chr17:74116460-74117525	NC_000017.10
16849142	-	74132414	74137380	16	NM_001454	chr17:74132414-74137380	NC_000017.10
16849148	-	74138534	74236390	35	NM_052916	chr17:74138534-74236390	NC_000017.10
16849172	-	74270130	74303761	27	NM_032134	chr17:74270130-74303761	NC_000017.10
16849194	-	74306868	74380602	37	NM_002766	chr17:74306868-74380602	NC_000017.10
16849217	-	74385613	74449288	34	NM_022066	chr17:74385613-74449288	NC_000017.10
16849238	-	74466975	74497509	19	NM_024599	chr17:74466975-74497509	NC_000017.10
16849265	-	74485424	74488575	16		chr17:74485424-74488575	NC_000017.10
16849268	-	74523440	74533782	21	NM_134268	chr17:74523440-74533782	NC_000017.10
16849274	-	74561461	74582145	27		chr17:74561461-74582145	NC_000017.10
16849286	-	74620845	74639894	28		chr17:74620845-74639894	NC_000017.10
16849298	-	74671809	74707087	17	NM_001008528	chr17:74671809-74707087	NC_000017.10
16849306	-	74699714	74699809	8		chr17:74699714-74699809	NC_000017.10
16849308	-	74708914	74722881	25	NM_015167	chr17:74708914-74722881	NC_000017.10
16849321	-	74730197	74733493	22	NM_003016	chr17:74730197-74733493	NC_000017.10
16849334	-	74775769	74778303	21		chr17:74775769-74778303	NC_000017.10
16849337	-	75148643	75148756	10		chr17:75148643-75148756	NC_000017.10
16849339	-	75393066	75393136	8	NR_036200	chr17:75393066-75393136	NC_000017.10
16849341	-	75718954	75724641	19		chr17:75718954-75724641	NC_000017.10
16849344	-	75875083	75880169	22	NR_028337	chr17:75875083-75880169	NC_000017.10
16849349	-	76103480	76107880	20	NR_040071	chr17:76103480-76107880	NC_000017.10
16849355	-	76108999	76128488	31	NM_001127198	chr17:76108999-76128488	NC_000017.10
16849379	-	76170160	76183314	25		chr17:76170160-76183314	NC_000017.10
16849391	-	76257430	76274573	23		chr17:76257430-76274573	NC_000017.10
16849400	-	76352859	76356158	24	NM_003955	chr17:76352859-76356158	NC_000017.10
16849404	-	76419778	76573476	66		chr17:76419778-76573476	NC_000017.10
16849496	-	76613491	76615641	17		chr17:76613491-76615641	NC_000017.10
16849501	-	76670130	76778379	29	NM_004762	chr17:76670130-76778379	NC_000017.10
16849526	-	76692776	76692879	13		chr17:76692776-76692879	NC_000017.10
16849528	-	76792965	76836969	23	NM_025090	chr17:76792965-76836969	NC_000017.10
16849556	-	76848609	76921472	25	NM_003255	chr17:76848609-76921472	NC_000017.10
16849567	-	76886662	76899299	27	NM_001243541	chr17:76886662-76899299	NC_000017.10
16849576	-	76967335	76976061	19		chr17:76967335-76976061	NC_000017.10
16849585	-	76987798	77005899	26	NM_138793	chr17:76987798-77005899	NC_000017.10
16849597	-	77015291	77023737	24	NR_040018	chr17:77015291-77023737	NC_000017.10
16849604	-	77085427	77613550	23		chr17:77085427-77613550	NC_000017.10
16849623	-	77680985	77681058	9	NR_039893	chr17:77680985-77681058	NC_000017.10
16849625	-	77765931	77775482	19	NM_020649	chr17:77765931-77775482	NC_000017.10
16849635	-	77806955	77813228	21	NM_003655	chr17:77806955-77813228	NC_000017.10
16849646	-	77889984	77900524	21		chr17:77889984-77900524	NC_000017.10
16849652	-	77911708	78009647	22		chr17:77911708-78009647	NC_000017.10
16849667	-	78109013	78120982	21	NM_014740	chr17:78109013-78120982	NC_000017.10
16849681	-	78183079	78194199	22	NM_000199	chr17:78183079-78194199	NC_000017.10
16849694	-	78325630	78388968	24	NR_029376	chr17:78325630-78388968	NC_000017.10
16849697	-	78440633	78450404	25	NM_002522	chr17:78440633-78450404	NC_000017.10
16849708	-	78914218	78915833	18		chr17:78914218-78915833	NC_000017.10
16849712	-	78940039	78945013	20		chr17:78940039-78945013	NC_000017.10
16849715	-	79002933	79008519	24	NR_026857	chr17:79002933-79008519	NC_000017.10
16849720	-	79091095	79139872	29	NM_001080395	chr17:79091095-79139872	NC_000017.10
16849740	-	79099076	79099173	8	NR_030394	chr17:79099076-79099173	NC_000017.10
16849742	-	79099683	79099749	16	NR_029897	chr17:79099683-79099749	NC_000017.10
16849744	-	79106996	79107108	10	NR_031652	chr17:79106996-79107108	NC_000017.10
16849746	-	79163393	79196799	20	NM_014984	chr17:79163393-79196799	NC_000017.10
16849773	-	79202077	79212891	22	NM_144679	chr17:79202077-79212891	NC_000017.10
16849788	-	79218799	79269347	20		chr17:79218799-79269347	NC_000017.10
16849816	-	79276624	79283048	17	NR_038080	chr17:79276624-79283048	NC_000017.10
16849822	-	79285070	79304474	21	NM_178520	chr17:79285070-79304474	NC_000017.10
16849827	-	79348562	79359250	28		chr17:79348562-79359250	NC_000017.10
16849843	-	79361922	79367287	25		chr17:79361922-79367287	NC_000017.10
